As of Year,Respondent ID,Agency Code,Loan Type,Property Type,Loan Purpose,Occupancy,Loan Amount (000s),Preapproval,Action Type,MSA/MD,State Code,County Code,Census Tract Number,Applicant Ethnicity,Co Applicant Ethnicity,Applicant Race 1,Applicant Race 2,Applicant Race 3,Applicant Race 4,Applicant Race 5,Co Applicant Race 1,Co Applicant Race 2,Co Applicant Race 3,Co Applicant Race 4,Co Applicant Race 5,Applicant Sex,Co Applicant Sex,Applicant Income (000s),Purchaser Type,Denial Reason 1,Denial Reason 2,Denial Reason 3,Rate Spread,HOEPA Status,Lien Status,Edit Status,Sequence Number,Population,Minority Population (Percent),FFIEC Median Family Income,Tract to MSA/MD Income (Percent),Number of Owner-occupied units,Number of 1-to 4-Family units,Application Date Indicator
2015,2234,1,1,1,2,1,5,3,1,16974,17,31,8274.00,2,5,3, , , , ,8, , , , ,2,5,0012,0, , , ,NA   ,2,3, ,1348,4298,97.44,77700,54.97,00000675,1414,0
2015,2234,1,1,1,2,1,5,3,1,16974,17,31,8255.03,2,5,3, , , , ,8, , , , ,1,5,0036,0, , , ,NA   ,2,3, ,1349,6608,82.66,77700,106.36,00001926,2325,0
2015,2234,1,1,1,2,1,4,3,1,16974,17,31,8278.01,2,2,3, , , , ,3, , , , ,1,2,0083,0, , , ,NA   ,2,3, ,1351,4998,68.49,77700,87.1,00001372,1567,0
2015,2234,1,1,1,3,2,370,3,1,16974,17,31,8248.00,4,4,7, , , , ,7, , , , ,4,4,NA  ,0, , , ,NA   ,2,1,6,1500,7756,78.18,77700,69.32,00001613,2235,0
2015,2234,1,1,1,3,1,22,3,1,16974,17,31,8288.01,4,2,7, , , , ,5, , , , ,4,1,NA  ,0, , , ,NA   ,2,2,6,1501,4969,51.4,77700,125.58,00001714,1926,0
2015,2234,1,1,1,3,1,50,3,3,16974,17,31,8278.02,2,5,1, , , , ,8, , , , ,2,5,0035,0,1, , ,NA   ,2,1, ,1591,3385,86.65,77700,101.65,00001066,1144,0
2015,2234,1,1,1,2,2,5,3,3,16974,17,31,8274.00,2,5,3, , , , ,8, , , , ,1,5,0008,0,1,3, ,NA   ,2,3, ,1607,4298,97.44,77700,54.97,00000675,1414,0
2015,2234,1,1,1,2,1,3,3,3,16974,17,31,8274.00,2,5,3, , , , ,8, , , , ,1,5,0025,0,3, , ,NA   ,2,3, ,1640,4298,97.44,77700,54.97,00000675,1414,0
2015,2234,1,1,1,1,2,63,3,3,16974,17,31,8264.02,2,5,3, , , , ,8, , , , ,2,5,0036,0,9,1, ,NA   ,2,1, ,1675,5132,94.68,77700,79.34,00001424,1849,0
2015,2234,1,1,1,2,1,5,3,3,16974,17,31,8285.06,2,5,3, , , , ,8, , , , ,2,5,0056,0,3, , ,NA   ,2,3, ,1708,8544,69.58,77700,76.5,00002851,3328,0
2015,2234,1,1,1,1,2,55,2,1,16974,17,31,8279.02,2,5,3, , , , ,8, , , , ,2,5,0035,1, , , ,NA   ,2,1, ,1744,4524,66.18,77700,79.93,00001043,1342,0
2015,2234,1,1,1,3,2,1294,3,3,16974,17,31,814.01,2,2,5, , , , ,5, , , , ,1,2,0576,0,3, , ,NA   ,2,1, ,1830,2279,27.86,77700,255.2,00000848,13,0
2015,2234,1,1,1,3,1,95,3,1,16974,17,31,8241.13,2,2,5, , , , ,5, , , , ,1,2,0055,3, , , ,NA   ,2,1, ,1987,6562,13.44,77700,132.38,00001927,1820,0
2015,2234,1,1,1,1,1,156,2,3,16974,17,31,8241.17,3,5,6, , , , ,8, , , , ,3,5,0064,0,7, , ,NA   ,2,1, ,2039,9868,12.76,77700,154.51,00002996,3180,0
2015,2234,1,1,1,3,1,125,3,1,16974,17,31,8236.04,2,5,5, , , , ,8, , , , ,2,5,0074,3, , , ,NA   ,2,1, ,2129,3578,8.08,77700,140.19,00001366,1463,0
2015,2234,1,1,1,3,1,138,3,1,16974,17,31,8241.16,2,5,5, , , , ,8, , , , ,2,5,0035,3, , , ,NA   ,2,1, ,2140,4718,18.91,77700,114.34,00001182,1273,0
2015,2234,1,1,1,3,1,417,3,1,16974,17,31,8124.00,2,3,3, , , , ,6, , , , ,1,2,0162,3, , , ,NA   ,2,1, ,2143,3491,16.5,77700,231.52,00000998,1116,0
2015,2234,1,1,1,1,1,135,2,1,16974,17,31,8241.17,2,5,5, , , , ,8, , , , ,2,5,0065,3, , , ,NA   ,2,1, ,2166,9868,12.76,77700,154.51,00002996,3180,0
2015,2234,1,1,1,3,1,210,3,1,16974,17,31,8241.06,2,2,5, , , , ,5, , , , ,1,2,0086,6, , , ,NA   ,2,1, ,2178,7063,13.93,77700,136.8,00002147,2183,0
2015,2234,1,1,1,3,2,53,3,3,16974,17,31,8261,2,5,5, , , , ,8, , , , ,1,5,0061,0,9, , ,NA   ,2,1, ,2282,6414,78.67,77700,59.33,00001572,2256,0
2015,2234,1,1,1,3,1,31,3,1,16974,17,31,8284.02,2,5,5, , , , ,8, , , , ,2,5,0043,0, , , ,NA   ,2,1, ,2356,3843,51.18,77700,108.58,00001330,1232,0
2015,2234,1,1,1,3,1,165,3,3,16974,17,31,8245.05,2,5,5, , , , ,8, , , , ,1,5,0076,0,4, , ,NA   ,2,1, ,2472,6869,20.98,77700,105.93,00001886,1660,0
2015,2234,1,1,1,3,1,163,3,3,16974,17,31,8245.06,2,2,5, , , , ,5, , , , ,1,2,0062,0,3, , ,NA   ,2,1, ,2527,7617,13.76,77700,124.21,00002424,2187,0
2015,2234,1,1,1,3,1,220,3,1,16974,17,31,8253.02,2,2,5, , , , ,5, , , , ,1,2,0152,3, , , ,NA   ,2,1, ,2587,6277,23.05,77700,112.75,00001598,1581,0
2015,2234,1,1,1,3,1,45,3,3,16974,17,31,8298.00,2,5,5, , , , ,8, , , , ,1,5,0069,0,4, , ,NA   ,2,1, ,2685,6820,48.96,77700,152.57,00002355,2187,0
2015,2234,1,1,1,1,1,55,1,1,16974,17,31,5501.00,2,5,5, , , , ,8, , , , ,2,5,0019,3, , , ,NA   ,2,1, ,2794,6628,56.8,77700,91.71,00001892,2954,0
2015,2234,1,1,1,3,1,427,3,3,16974,17,31,8241.06,2,5,5, , , , ,8, , , , ,1,5,0235,0,3, , ,NA   ,2,1, ,2798,7063,13.93,77700,136.8,00002147,2183,0
2015,2234,1,1,1,1,1,25,2,1,16974,17,31,8255.03,2,2,3, , , , ,3, , , , ,1,2,0044,0, , , ,NA   ,2,1, ,2891,6608,82.66,77700,106.36,00001926,2325,0
2015,2234,1,1,1,3,1,84,3,1,16974,17,31,8238.05,2,5,5, , , , ,8, , , , ,1,5,0049,3, , , ,NA   ,2,1, ,2970,2953,9.18,77700,81.89,00001329,1033,0
2015,2234,1,1,1,2,1,159,3,1,16974,17,31,8236.02,2,2,5, , , , ,5, , , , ,1,2,0118,3, , , ,NA   ,2,1, ,2995,6267,10.15,77700,120.04,00002092,1405,0
2015,2234,1,1,1,1,1,123,2,3,16974,17,31,5501.00,3,5,6, , , , ,8, , , , ,3,5,NA  ,0,7, , ,NA   ,2,1,6,3046,6628,56.8,77700,91.71,00001892,2954,0
2015,2234,1,1,1,3,2,379,3,1,16974,17,31,819.00,2,2,2, , , , ,2, , , , ,1,2,0310,3, , , ,NA   ,2,1, ,3066,1053,60.68,77700,31.74,00000187,365,0
2015,2234,1,1,1,3,1,110,3,3,16974,17,31,8286.02,2,2,3, , , , ,3, , , , ,1,2,0036,0,3, , ,NA   ,2,1, ,3089,4562,55.37,77700,136.03,00001462,1512,0
2015,2234,1,1,1,3,2,93,3,1,16974,17,31,8250.00,2,5,5, , , , ,8, , , , ,1,5,0080,3, , , ,NA   ,2,1, ,3240,5103,33.86,77700,99.63,00001169,1224,0
2015,2234,1,1,1,1,1,182,2,1,16974,17,31,8285.06,3,5,6, , , , ,8, , , , ,3,5,0091,3, , , ,NA   ,2,1, ,3438,8544,69.58,77700,76.5,00002851,3328,0
2015,2234,1,1,1,3,1,82,3,1,16974,17,31,5501.00,2,5,5, , , , ,8, , , , ,2,5,0029,0, , , ,NA   ,2,1, ,3464,6628,56.8,77700,91.71,00001892,2954,0
2015,2234,1,1,1,3,1,120,3,4,16974,17,31,8216.00,2,2,5, , , , ,5, , , , ,1,2,0061,0, , , ,NA   ,2,1, ,3499,4393,53.31,77700,105.06,00001397,1648,0
2015,2234,1,1,1,3,1,105,3,4,16974,17,31,8299.02,2,5,5, , , , ,8, , , , ,1,5,0054,0, , , ,NA   ,2,1, ,3521,6343,85.21,77700,120.62,00002226,2361,0
2015,2234,1,1,1,3,1,120,3,1,16974,17,31,8216.00,2,5,5, , , , ,8, , , , ,1,5,0061,3, , , ,NA   ,2,1, ,3547,4393,53.31,77700,105.06,00001397,1648,0
2015,2234,1,1,1,3,1,85,3,1,16974,17,31,5501.00,2,2,5, , , , ,5, , , , ,1,2,0068,3, , , ,NA   ,2,1, ,3558,6628,56.8,77700,91.71,00001892,2954,0
2015,2234,1,1,1,3,2,70,3,3,16974,17,31,8231.02,2,5,5, , , , ,8, , , , ,1,5,NA  ,0,7, , ,NA   ,2,1,6,3678,3641,17.39,77700,85.11,00001185,1151,0
2015,2234,1,1,1,3,1,59,3,1,16974,17,31,8302.02,2,2,5, , , , ,5, , , , ,1,2,0090,3, , , ,NA   ,2,1, ,3795,3569,72.21,77700,99.04,00000948,1163,0
2015,2234,1,1,1,1,1,45,2,4,16974,17,31,8261.00,2,5,5, , , , ,8, , , , ,1,5,0044,0, , , ,NA   ,2,1, ,3901,6414,78.67,77700,59.33,00001572,2256,0
2015,2234,1,1,1,3,1,300,3,3,16974,17,31,1001.00,2,2,5, , , , ,5, , , , ,2,1,0088,0,4, , ,NA   ,2,1, ,3932,5313,21.61,77700,96.95,00001244,2158,0
2015,2234,1,1,1,3,1,312,3,1,16974,17,31,8059.01,2,2,5, , , , ,5, , , , ,1,2,0073,3, , , ,NA   ,2,1, ,3968,3834,19.82,77700,100.91,00001518,1027,0
2015,2234,1,1,1,3,1,126,3,1,16974,17,31,8283.00,1,1,5, , , , ,5, , , , ,1,2,0073,3, , , ,NA   ,2,1, ,3980,3264,35.6,77700,79.49,00001123,1152,0
2015,2234,1,1,1,3,2,1280,3,3,16974,17,31,3201.00,2,2,5, , , , ,5, , , , ,1,2,0144,0,3, , ,NA   ,2,1,6,4000,10848,35.83,77700,174.76,00002203,128,0
2015,2234,1,1,1,1,1,26,1,1,16974,17,31,8272.00,1,5,5, , , , ,8, , , , ,1,5,0047,3, , , ,01.98,2,1, ,4008,4140,93.38,77700,49.61,00000832,1556,0
2015,2234,1,1,1,3,1,100,3,3,16974,17,31,8278.01,2,5,3, , , , ,8, , , , ,2,5,0041,0,4, , ,NA   ,2,1, ,4026,4998,68.49,77700,87.1,00001372,1567,0
2015,2234,1,1,1,1,1,94,2,1,16974,17,31,5205.00,2,5,5, , , , ,8, , , , ,1,5,0041,3, , , ,NA   ,2,1, ,4159,4301,66.26,77700,87.14,00001347,1530,0
2015,2234,1,1,1,1,1,88,2,1,16974,17,31,8298.00,2,5,3, , , , ,8, , , , ,2,5,0047,3, , , ,NA   ,2,1, ,4229,6820,48.96,77700,152.57,00002355,2187,0
2015,2234,1,1,1,1,1,306,2,1,16974,17,31,2430.00,2,2,5, , , , ,5, , , , ,1,2,0169,6, , , ,NA   ,2,1, ,4234,2204,43.15,77700,86.25,00000543,932,0
2015,2234,1,1,1,3,1,150,3,1,16974,17,31,8241.21,2,2,5, , , , ,5, , , , ,1,2,0089,3, , , ,NA   ,2,1, ,4281,3174,11.81,77700,126.17,00001119,1099,0
2015,2234,1,1,1,3,2,40,3,1,16974,17,31,8275.00,2,5,3, , , , ,8, , , , ,2,5,0057,3, , , ,NA   ,2,1, ,4316,5382,93.18,77700,55.17,00000889,1586,0
2015,2234,1,1,1,3,1,300,3,1,16974,17,31,1001,2,2,5, , , , ,5, , , , ,2,1,0110,3, , , ,NA   ,2,1, ,4402,5313,21.61,77700,96.95,00001244,2158,0
2015,2234,1,1,1,3,1,435,3,2,16974,17,31,8241.06,2,5,5, , , , ,8, , , , ,1,5,0191,0, , , ,NA   ,2,1, ,4433,7063,13.93,77700,136.8,00002147,2183,0
2015,2234,1,1,1,3,1,83,3,1,16974,17,31,8239.04,2,5,5, , , , ,8, , , , ,2,5,0077,3, , , ,NA   ,2,1, ,4498,4016,6.67,77700,138.46,00001789,1869,0
2015,2234,1,1,1,3,1,34,3,3,16974,17,31,8262.01,1,5,5, , , , ,8, , , , ,3,5,0035,0,1, , ,NA   ,2,1, ,4638,3596,88.04,77700,57.13,00000915,592,0
2015,2285,5,1,1,1,1,129,1,1,16974,17,31,8016.01,2,5,3, , , , ,8, , , , ,1,5,0129,7, , , ,02.16,2,1,6,119,4234,15.9,77700,194.86,00001420,1316,0
2015,2285,5,1,1,3,2,200,3,1,16974,17,31,8391.00,2,5,5, , , , ,8, , , , ,2,5,0222,7, , , ,NA   ,2,1,6,145,4350,41.59,77700,239.53,00000637,75,0
2015,2285,5,1,1,1,1,292,1,1,16974,17,31,8037.02,2,2,2, , , , ,2, , , , ,1,2,0087,7, , , ,01.62,2,1,6,147,6255,19.02,77700,139.84,00001799,1798,0
2015,2285,5,1,1,1,2,118,1,1,16974,17,31,8321.00,3,3,6, , , , ,6, , , , ,1,2,0173,7, , , ,NA   ,2,1,6,235,3297,33.67,77700,137.64,00000607,463,0
2015,2285,5,1,1,1,1,500,1,1,16974,17,31,627,2,5,5, , , , ,8, , , , ,2,5,0200,7, , , ,01.98,2,1,6,354,2724,16.48,77700,238.69,00000572,976,0
2015,2285,5,1,1,1,2,176,1,1,16974,17,31,818.00,2,5,5, , , , ,8, , , , ,2,5,0178,7, , , ,NA   ,2,1,6,446,6866,18.93,77700,214.95,00002456,244,0
2015,2285,5,1,1,3,2,66,3,1,16974,17,31,8378.00,2,5,2, , , , ,8, , , , ,2,5,0140,7, , , ,NA   ,2,1,6,568,2796,89.09,77700,47.11,00000200,714,0
2015,2285,5,1,1,1,1,280,1,1,16974,17,31,8245.03,3,5,6, , , , ,8, , , , ,4,5,0250,7, , , ,NA   ,2,1,6,583,6740,13.0,77700,109.59,00002672,1724,0
2015,2285,5,1,1,1,1,283,1,4,16974,17,31,3301.00,2,5,2, , , , ,8, , , , ,2,5,0135,0, , , ,NA   ,2,1,6,614,16735,49.09,77700,174.89,00004075,963,0
2015,2285,5,1,1,1,1,133,1,1,16974,17,31,8160.00,2,5,5, , , , ,8, , , , ,1,5,0064,7, , , ,02.20,2,1,6,706,3330,39.25,77700,127.91,00000485,864,0
2015,2285,5,1,1,1,2,199,1,1,16974,17,31,3301.00,3,5,6, , , , ,8, , , , ,3,5,0327,7, , , ,NA   ,2,1,6,757,16735,49.09,77700,174.89,00004075,963,0
2015,2285,5,1,1,1,2,151,3,3,16974,17,31,8105.01,2,2,5, , , , ,5, , , , ,1,2,0185,0, , , ,NA   ,2,1,6,776,5049,10.18,77700,87.68,00001890,1909,0
2015,2285,5,1,1,1,2,191,1,1,16974,17,31,2405,2,5,5, , , , ,8, , , , ,2,5,0162,7, , , ,NA   ,2,1,6,781,2251,18.66,77700,173.57,00000662,455,0
2015,2285,5,1,1,1,1,720,1,1,16974,17,31,8042.02,2,5,5, , , , ,8, , , , ,2,5,0250,7, , , ,01.65,2,1,6,898,7463,22.59,77700,163.06,00002543,2901,0
2015,2285,5,1,1,1,1,444,3,3,16974,17,31,622.00,2,2,5, , , , ,5, , , , ,1,1,0125,0, , , ,NA   ,2,1,6,942,2870,13.87,77700,190.82,00000632,1169,0
2015,2285,5,1,1,1,2,56,1,1,16974,17,31,8048.10,2,5,2, , , , ,8, , , , ,1,5,0133,7, , , ,NA   ,2,1,6,980,6949,30.46,77700,100.84,00001977,1708,0
2015,2285,5,1,1,1,1,136,3,1,16974,17,31,3818,2,5,3, , , , ,8, , , , ,1,5,0053,7, , , ,01.84,2,1,6,1038,1188,97.81,77700,83.68,00000107,357,0
2015,2285,5,1,1,1,2,89,1,1,16974,17,31,8042.01,2,5,2, , , , ,8, , , , ,1,5,0106,7, , , ,NA   ,2,1,6,1058,8173,21.82,77700,243.41,00002412,2603,0
2015,2285,5,1,1,1,2,432,1,1,16974,17,31,801.00,2,5,5, , , , ,8, , , , ,2,5,0225,7, , , ,NA   ,2,1,6,1059,6013,12.04,77700,248.36,00002222,132,0
2015,2285,5,1,1,3,2,570,3,1,16974,17,31,8020.02,2,5,2, , , , ,8, , , , ,1,5,0534,7, , , ,NA   ,2,1,6,1082,5071,18.52,77700,173.35,00001488,1638,0
2015,2285,5,1,1,3,1,160,3,1,16974,17,31,1511.00,2,2,5, , , , ,5, , , , ,1,2,0065,1, , , ,NA   ,2,1,6,1107,5458,53.13,77700,69.35,00000716,1536,0
2015,2285,5,1,1,3,1,367,3,4,16974,17,31,8002.00,3,3,6, , , , ,6, , , , ,1,2,0105,0, , , ,NA   ,2,1,6,1124,6312,9.08,77700,299.02,00001972,2207,0
2015,2285,5,1,1,1,2,113,1,1,16974,17,31,813,2,2,5, , , , ,5, , , , ,1,2,0147,7, , , ,NA   ,2,1,6,1183,4884,18.76,77700,289.76,00002365,60,0
2015,2285,5,1,1,1,1,1725,1,1,16974,17,31,8326.00,2,5,5, , , , ,8, , , , ,1,5,0385,7, , , ,NA   ,2,1,6,1200,3727,10.68,77700,268.15,00001252,1376,0
2015,2477,3,1,1,1,1,236,3,1,16974,17,31,8311.00,2,5,5, , , , ,8, , , , ,2,5,0070,9, , , ,NA   ,2,1,6,10,7453,69.06,77700,90.32,00001208,2284,0
2015,2503,1,1,1,1,2,97,3,1,16974,17,31,8216.00,2,2,5, , , , ,5, , , , ,1,2,0095,0, , , ,NA   ,2,1, ,50,4393,53.31,77700,105.06,00001397,1648,0
2015,2503,1,1,1,1,2,71,3,1,16974,17,31,8171.02,1,5,5, , , , ,8, , , , ,1,5,0106,0, , , ,NA   ,2,1, ,58,3189,97.43,77700,73.97,00000747,952,0
2015,2503,1,1,1,1,2,90,3,1,16974,17,31,8201.04,2,2,5, , , , ,5, , , , ,1,2,0077,0, , , ,NA   ,2,1, ,64,4165,18.78,77700,112.61,00001210,1229,0
2015,2725,1,1,1,3,1,1064,3,4,16974,17,31,8201.04,2,2,5, , , , ,5, , , , ,1,2,0420,0, , , ,NA   ,2,1,6,60,4165,18.78,77700,112.61,00001210,1229,0
2015,2725,1,1,1,3,1,108,3,3,16974,17,31,1407.02,2,2,5, , , , ,5, , , , ,1,2,0094,0,4, , ,NA   ,2,1,6,110,6187,80.46,77700,51.76,00000608,1236,0
2015,2725,1,1,1,1,1,400,3,1,16974,17,31,8201.01,2,2,5, , , , ,5, , , , ,1,2,0431,0, , , ,NA   ,2,2,6,145,6937,10.73,77700,179.09,00002826,2416,0
2015,2725,1,1,1,1,1,275,3,1,16974,17,31,8325.00,2,5,5, , , , ,8, , , , ,1,5,0085,1, , , ,NA   ,2,1,6,189,3606,19.77,77700,162.59,00000707,1052,0
2015,2725,1,1,1,3,1,695,3,1,16974,17,31,8201.01,2,2,5, , , , ,5, , , , ,1,2,0418,0, , , ,NA   ,2,1,6,470,6937,10.73,77700,179.09,00002826,2416,0
2015,2747,1,1,1,2,1,35,3,1,16974,17,31,8237.02,2,2,5, , , , ,5, , , , ,1,2,0102,0, , , ,NA   ,2,2,6,148,6650,24.03,77700,88.53,00001703,1597,0
2015,2747,1,1,1,2,1,10,3,3,16974,17,31,6609.00,2,5,3, , , , ,8, , , , ,1,5,0108,0,3, , ,NA   ,2,2,6,161,4232,95.27,77700,41.64,00000430,1560,0
2015,2747,1,1,1,2,1,20,3,3,16974,17,31,8279.01,3,5,6, , , , ,8, , , , ,3,5,0061,0,4, , ,NA   ,2,2,6,279,2605,88.87,77700,109.07,00000809,831,0
2015,2747,1,1,1,2,1,54,3,1,16974,17,31,8264.01,3,5,6, , , , ,8, , , , ,3,5,0094,0, , , ,05.94,2,1,6,529,4072,96.54,77700,79.06,00000957,1312,0
2015,2747,1,1,1,2,1,582,3,1,16974,17,31,513.00,2,2,5, , , , ,5, , , , ,1,2,0137,0, , , ,NA   ,2,1,6,713,2683,19.98,77700,221.12,00000832,1063,0
2015,2747,1,1,1,1,1,700,3,1,16974,17,31,3301.00,3,3,6, , , , ,6, , , , ,3,3,0225,0, , , ,NA   ,2,1,6,776,16735,49.09,77700,174.89,00004075,963,0
2015,2747,1,1,1,3,1,121,3,5,16974,17,31,608.00,2,5,5, , , , ,8, , , , ,2,5,0046,0, , , ,NA   ,2,1,6,959,4837,27.6,77700,134.81,00001861,102,0
2015,2747,1,1,1,3,1,290,3,1,16974,17,31,629,2,3,5, , , , ,6, , , , ,1,3,0260,0, , , ,NA   ,2,1,6,1041,3976,13.56,77700,277.09,00000928,1429,0
2015,2747,1,1,1,3,2,133,3,1,16974,17,31,3201,2,5,2, , , , ,8, , , , ,1,5,0317,1, , , ,NA   ,2,1,6,1116,10848,35.83,77700,174.76,00002203,128,0
2015,2747,1,1,1,3,1,121,3,4,16974,17,31,608.00,2,5,5, , , , ,8, , , , ,2,5,0038,0, , , ,NA   ,2,1,6,1225,4837,27.6,77700,134.81,00001861,102,0
2015,2747,1,1,1,1,1,239,3,4,16974,17,31,703.00,2,5,5, , , , ,8, , , , ,2,5,0065,0, , , ,NA   ,2,1,6,1317,3367,13.9,77700,193.05,00000735,922,0
2015,2747,1,1,1,3,1,119,3,1,16974,17,31,608.00,2,5,5, , , , ,8, , , , ,2,5,0038,0, , , ,NA   ,2,1,6,1374,4837,27.6,77700,134.81,00001861,102,0
2015,2747,1,1,1,1,1,1000,3,1,16974,17,31,8198.01,2,2,5, , , , ,5, , , , ,1,2,0522,0, , , ,NA   ,2,1,6,1453,5278,4.59,77700,193.46,00001600,1705,0
2015,2747,1,1,1,1,1,664,3,1,16974,17,31,3301,2,2,5, , , , ,5, , , , ,1,2,0160,0, , , ,NA   ,2,1,6,1496,16735,49.09,77700,174.89,00004075,963,0
2015,2747,1,1,1,3,1,565,3,1,16974,17,31,706,2,2,5, , , , ,5, , , , ,1,2,0161,0, , , ,NA   ,2,1,6,1651,2981,15.77,77700,317.01,00000891,1071,0
2015,2747,1,1,1,3,1,285,3,5,16974,17,31,3301.00,2,2,5, , , , ,5, , , , ,1,2,0114,0, , , ,NA   ,2,1,6,1867,16735,49.09,77700,174.89,00004075,963,0
2015,2747,1,1,1,3,1,284,3,1,16974,17,31,3301.00,2,5,5, , , , ,8, , , , ,1,5,0124,0, , , ,NA   ,2,1,6,1921,16735,49.09,77700,174.89,00004075,963,0
2015,2747,1,1,1,1,1,510,3,1,16974,17,31,816.00,2,5,2, , , , ,8, , , , ,1,5,0330,0, , , ,NA   ,2,1,6,2029,3545,24.2,77700,124.52,00000754,77,0
2015,2747,1,1,1,1,2,388,3,1,16974,17,31,3102.00,2,5,1, , , , ,8, , , , ,2,5,0294,1, , , ,NA   ,2,1,6,2035,1336,70.13,77700,104.32,00000211,624,0
2015,2747,1,1,1,1,1,322,3,4,16974,17,31,2429.00,2,5,5, , , , ,8, , , , ,1,5,0138,0, , , ,NA   ,2,1,6,2048,1670,31.62,77700,75.09,00000380,769,0
2015,2747,1,1,1,3,1,72,3,3,16974,17,31,5501.00,2,5,5, , , , ,8, , , , ,1,5,0058,0,3, , ,NA   ,2,1,6,2190,6628,56.8,77700,91.71,00001892,2954,0
2015,2747,1,1,1,2,2,98,3,3,16974,17,31,5501.00,3,5,6, , , , ,8, , , , ,3,5,0062,0,1, , ,NA   ,2,1,6,2214,6628,56.8,77700,91.71,00001892,2954,0
2015,2747,1,1,1,1,1,314,3,4,16974,17,31,7206.00,2,5,5, , , , ,8, , , , ,1,5,0119,0, , , ,NA   ,2,1,6,2405,1756,23.01,77700,146.92,00000528,651,0
2015,2747,1,1,1,1,1,350,3,1,16974,17,31,8055.01,2,2,5, , , , ,5, , , , ,1,2,0185,1, , , ,NA   ,2,1,6,2418,3400,8.53,77700,154.76,00000784,987,0
2015,2747,1,1,1,1,1,334,3,1,16974,17,31,2426.00,2,5,5, , , , ,8, , , , ,1,5,0105,1, , , ,NA   ,2,1,6,2571,5831,58.65,77700,52.1,00000765,2126,0
2015,2747,1,1,1,3,1,287,3,4,16974,17,31,2402.00,2,2,5, , , , ,5, , , , ,2,2,0147,0, , , ,NA   ,2,1,6,2606,1452,25.28,77700,148.76,00000397,335,0
2015,2747,1,1,1,3,1,135,3,3,16974,17,31,8284.01,2,5,5, , , , ,8, , , , ,2,5,0074,0,4, , ,NA   ,2,1,6,2652,3644,29.45,77700,105.48,00001196,1480,0
2015,2747,1,1,1,1,1,705,3,1,16974,17,31,8122,3,3,6, , , , ,6, , , , ,3,3,0290,0, , , ,NA   ,2,1,6,2683,3942,24.48,77700,242.56,00001246,1289,0
2015,2747,1,1,1,1,1,239,3,1,16974,17,31,703.00,2,5,5, , , , ,8, , , , ,2,5,0065,0, , , ,NA   ,2,1,6,2745,3367,13.9,77700,193.05,00000735,922,0
2015,2747,1,1,1,1,1,280,3,4,16974,17,31,7205.00,2,5,5, , , , ,8, , , , ,1,5,0119,0, , , ,NA   ,2,1,6,2821,2166,8.68,77700,170.07,00000741,742,0
2015,2747,1,1,1,1,1,351,3,1,16974,17,31,7202.00,2,5,5, , , , ,8, , , , ,1,5,0129,1, , , ,NA   ,2,1,6,2866,4016,62.75,77700,107.19,00001126,1359,0
2015,2747,1,1,1,1,1,78,3,4,16974,17,31,1603.00,2,5,5, , , , ,8, , , , ,1,5,0064,0, , , ,NA   ,2,1,6,3024,3785,42.38,77700,90.03,00000696,391,0
2015,2747,1,1,1,1,1,276,3,1,16974,17,31,8331,2,5,5, , , , ,8, , , , ,1,5,0091,1, , , ,NA   ,2,1,6,3052,6895,35.66,77700,211.61,00002249,589,0
2015,2747,1,1,1,1,1,280,3,4,16974,17,31,8050.01,3,3,6, , , , ,6, , , , ,3,3,0153,0, , , ,NA   ,2,1,6,3067,4694,10.14,77700,163.27,00001696,1621,0
2015,2747,1,1,1,1,1,280,3,1,16974,17,31,8050.01,2,5,5, , , , ,8, , , , ,1,5,0160,0, , , ,NA   ,2,1,6,3068,4694,10.14,77700,163.27,00001696,1621,0
2015,2747,1,1,1,1,1,516,3,1,16974,17,31,620.00,2,5,5, , , , ,8, , , , ,2,5,0153,0, , , ,NA   ,2,1,6,3120,2569,17.24,77700,155.08,00000447,553,0
2015,2747,1,1,1,3,1,676,3,1,16974,17,31,8019.01,3,3,6, , , , ,6, , , , ,3,3,0438,0, , , ,NA   ,2,1,6,3157,4369,25.57,77700,120.06,00001404,1433,0
2015,2747,1,1,1,3,2,188,3,1,16974,17,31,3301.00,2,5,5, , , , ,8, , , , ,2,5,0153,1, , , ,NA   ,2,1,6,3174,16735,49.09,77700,174.89,00004075,963,0
2015,2747,1,1,1,1,1,124,3,4,16974,17,31,5205.00,3,5,6, , , , ,8, , , , ,3,5,0036,0, , , ,NA   ,2,1,6,3230,4301,66.26,77700,87.14,00001347,1530,0
2015,2747,1,1,1,1,1,558,3,1,16974,17,31,704.00,2,5,5, , , , ,8, , , , ,1,5,0277,0, , , ,NA   ,2,1,6,3245,2984,15.88,77700,221.58,00000693,1036,0
2015,2747,1,1,1,1,1,282,3,1,16974,17,31,8331.00,3,5,6, , , , ,8, , , , ,3,5,0125,0, , , ,NA   ,2,1,6,3251,6895,35.66,77700,211.61,00002249,589,0
2015,2747,1,1,1,1,1,123,3,1,16974,17,31,5205.00,1,5,5, , , , ,8, , , , ,1,5,0044,0, , , ,NA   ,2,1,6,3271,4301,66.26,77700,87.14,00001347,1530,0
2015,2747,1,1,1,1,1,81,3,1,16974,17,31,8206.06,2,5,5, , , , ,8, , , , ,1,5,0064,1, , , ,NA   ,2,1,6,3557,3650,18.71,77700,100.29,00001191,1289,0
