,legal name,doing business as name,zip code,location,matches,type
0,"PANDA EXPRESS, INC.",PANDA EXPRESS #3372,60612.0,"(41.87245400823047, -87.6774421782623)",PANDA EXPRESS,Fast Food
1,"PANDA EXPRESS, INC.",PANDA EXPRESS #1149,60601.0,"(41.884588371969095, -87.62327256105529)",PANDA EXPRESS,Fast Food
2,"PANDA EXPRESS, INC.",PANDA EXPRESS #2012,60605.0,"(41.87534753894505, -87.62747294785208)",PANDA EXPRESS,Fast Food
3,"PANDA EXPRESS, INC.",PANDA EXPRESS #1422,60643.0,"(41.67761705588747, -87.66311314586792)",PANDA EXPRESS,Fast Food
4,"PANDA EXPRESS, INC.","PANDA EXPRESS, INC #1102",60602.0,"(41.881965330252534, -87.62679322159418)",PANDA EXPRESS,Fast Food
5,"PANDA EXPRESS, INC.",PANDA EXPRESS #1975,60614.0,"(41.92521232759425, -87.67192542513618)",PANDA EXPRESS,Fast Food
6,"PANDA EXPRESS, INC.",PANDA EXPRESS RESTAURANT #2685,60638.0,"(41.77469454158943, -87.74201330080811)",PANDA EXPRESS,Fast Food
7,"PANDA EXPRESS, INC.",PANDA EXPRESS RESTAURANT #2693,60623.0,"(41.84471917976142, -87.70021954422081)",PANDA EXPRESS,Fast Food
8,"PANDA EXPRESS, INC.",PANDA EXPRESS # 1370,60661.0,"(41.88199433820508, -87.6397586848809)",PANDA EXPRESS,Fast Food
9,"PANDA EXPRESS, INC.",PANDA EXPRESS #591,60606.0,"(41.87800606262711, -87.63402203216754)",PANDA EXPRESS,Fast Food
10,"PANDA EXPRESS, INC.",PANDA EXPRESS #2840,60607.0,"(41.86586030397201, -87.63934992374816)",PANDA EXPRESS,Fast Food
11,"PANDA EXPRESS, INC.",PANDA EXPRESS #299,60603.0,"(41.879436242790305, -87.62485435905238)",PANDA EXPRESS,Fast Food
12,"PANDA EXPRESS, INC.",PANDA EXPRESS #389,60601.0,"(41.88458626715456, -87.63101044588599)",PANDA EXPRESS,Fast Food
13,"PANDA EXPRESS, INC.",PANDA EXPRESS #1878,60611.0,"(41.89168851736832, -87.62430717812579)",PANDA EXPRESS,Fast Food
14,"PANDA EXPRESS, INC.",PANDA EXPRESS #1345,60659.0,"(41.99461890116721, -87.71402044444585)",PANDA EXPRESS,Fast Food
15,"PANDA EXPRESS, INC.",PANDA EXPRESS #2456,60618.0,"(41.94654251477401, -87.70247583120907)",PANDA EXPRESS,Fast Food
16,"PANDA EXPRESS, INC.",PANDA EXPRESS #2522,60601.0,"(41.885353703982936, -87.62641328540737)",PANDA EXPRESS,Fast Food
17,"RMC LOOP ENTERPRISES, LLC",MCDONALD'S,60603.0,"(41.88138628442378, -87.63071954393341)",MCDONALD'S,Fast Food
18,"RMC LOOP ENTERPRISES, LLC",MCDONALD'S,60606.0,"(41.878531278353606, -87.63942745962717)",MCDONALD'S,Fast Food
19,CANADY ENTERPRISE CORP_V,MCDONALDS,60611.0,"(41.892249163400116, -87.60951804879336)",MCDONALD'S,Fast Food
20,MIDAN INC,MCDONALDS #5471,60639.0,"(41.90988086805636, -87.73515820036943)",MCDONALD'S,Fast Food
21,"KARAVITES RESTAURANT 7690, LLC",MCDONALD'S,60611.0,"(41.894066511364784, -87.61760751368801)",MCDONALD'S,Fast Food
22,"INFINITE BUENA VIDA, LLC",HALE FAMILY MCDONALD'S,60628.0,"(41.6855811783059, -87.60820711529922)",MCDONALD'S,Fast Food
23,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALD'S #4308,60632.0,"(41.82315834507904, -87.68923664723573)",MCDONALD'S,Fast Food
24,ELSTON ARCHES CORPORATION,MCDONALD'S RESTAURANT,60646.0,"(41.9928754427605, -87.78352148458839)",MCDONALD'S,Fast Food
25,TAYLOR ASHLAND INC.,MCDONALD'S  #5293,60620.0,"(41.742420824438476, -87.6630911433338)",MCDONALD'S,Fast Food
26,CAGUAX LTD.,MCDONALDS,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
27,"JEM 2,  LLC",MC DONALDS # 25509,60639.0,"(41.931483591781685, -87.74199187144147)",MCDONALD'S,Fast Food
28,GFUNK KEDZIE CORPORATION,MCDONALDS,60659.0,"(41.990254848131904, -87.71076324353396)",MCDONALD'S,Fast Food
29,OMAKIN RESTAURANTS LLC,MCDONALD'S RESTAURANT,60636.0,"(41.77836097603761, -87.66433686342792)",MCDONALD'S,Fast Food
30,"MYD HOLDINGS, LLC - D",MCDONALD'S # 17274,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
31,"KARAVITES RESTAURANT 5230, LLC",MCDONALD'S,60626.0,"(42.004692640610834, -87.67303568688851)",MCDONALD'S,Fast Food
32,TAYLOR ILLINOIS-CENTER INC.,MCDONALD'S 25088,60601.0,"(41.886567370886944, -87.62438467059714)",MCDONALD'S,Fast Food
33,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALDS,60641.0,"(41.93918260682479, -87.72876043531848)",MCDONALD'S,Fast Food
34,"HQ 39148, LLC",MCDONALDS,60607.0,"(41.884193062618294, -87.6534119166194)",MCDONALD'S,Fast Food
35,SALASOL LLC,MCDONALD'S #3901,60639.0,"(41.922931042553756, -87.74611947794307)",MCDONALD'S,Fast Food
36,TAYLOR WABASH-ADAMS INC.,MCDONALD'S 28128,60603.0,"(41.87971889634663, -87.62628114547579)",MCDONALD'S,Fast Food
37,OMAKIN RESTAURANTS LLC,MCDONALD'S RESTAURANT,60628.0,"(41.68624926644377, -87.64204217300292)",MCDONALD'S,Fast Food
38,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALD'S,60609.0,"(41.80874937401075, -87.66230696003369)",MCDONALD'S,Fast Food
39,"BRITTLAN II, LLC",MCDONALD'S,60628.0,"(41.720224099058896, -87.6433279836791)",MCDONALD'S,Fast Food
40,"INFINITE BUENA VIDA, LLC",HALE FAMILY MCDONALD'S,60617.0,"(41.72788019121327, -87.5510612280602)",MCDONALD'S,Fast Food
41,"INFINITE BUENA VIDA, LLC",HALE FAMILY MCDONALD'S,60617.0,"(41.72235444829322, -87.57577806414749)",MCDONALD'S,Fast Food
42,"RMS MANGEMENT, INC.",MC DONALD'S #11559,60639.0,"(41.93079379893498, -87.78583013223832)",MCDONALD'S,Fast Food
43,"NORNAT XII, INC.",MCDONALD'S #10720,60620.0,"(41.75093165729936, -87.68301753189526)",MCDONALD'S,Fast Food
44,THE MAPI CORPORATION,MCDONALD'S CORPORATION,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
45,"MYD HOLDINGS, LLC - A",MCDONALD'S # 22821,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
46,"KARAVITES RESTAURANT 6676, LLC",MCDONALD'S,60654.0,"(41.89246403299273, -87.631294885907)",MCDONALD'S,Fast Food
47,OMAKIN RESTAURANTS LLC,MCDONALD'S RESTAURANT,60651.0,"(41.894833661618115, -87.75530106465924)",MCDONALD'S,Fast Food
48,"DACY, LLC",MCDONALD'S #20104,60604.0,"(41.87803442833617, -87.63117140697915)",MCDONALD'S,Fast Food
49,"KARAVITES RESTAURANT 912, LLC",MCDONALD,60614.0,"(41.93055344663201, -87.64364878506521)",MCDONALD'S,Fast Food
50,"OVIEDO TOO, INC.",MCDONALDS,60625.0,"(41.96438752863507, -87.70849247844104)",MCDONALD'S,Fast Food
51,OMAKIN RESTAURANTS LLC,MCDONALD'S,60612.0,"(41.881914460121365, -87.6863038518981)",MCDONALD'S,Fast Food
52,"KARAVITES RESTAURANT 1968, LLC",MCDONALD'S,60660.0,"(41.983952200630576, -87.66900616354508)",MCDONALD'S,Fast Food
53,KARAVITES REST. 26230 INC.,MC DONALDS,60641.0,"(41.94607533125415, -87.74720858803002)",MCDONALD'S,Fast Food
54,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALDS,60618.0,"(41.953646651915804, -87.71848490505019)",MCDONALD'S,Fast Food
55,OMAKIN RESTAURANTS LLC,MCDONALD'S,60609.0,"(41.8177427370255, -87.66533501233407)",MCDONALD'S,Fast Food
56,"KARAVITES RESTAURANT 26, INC.",MCDONALD'S,60611.0,"(41.896792874374, -87.62778757841652)",MCDONALD'S,Fast Food
57,"KARAVITES RESTAURANT 31591, LLC",MCDONALD'S,60654.0,"(41.88755591037034, -87.63411765750247)",MCDONALD'S,Fast Food
58,R. K. KENZIE CORPORATION,MCDONALD'S,60638.0,"(41.775941587666374, -87.74233869259908)",MCDONALD'S,Fast Food
59,SDQ 1961 LLC,MCDONALD'S #335,60629.0,"(41.78889143422201, -87.70327959216557)",MCDONALD'S,Fast Food
60,"CASA DOMEX, LLC",MCDONALDS  #29307,60647.0,"(41.90998202237547, -87.70865698199712)",MCDONALD'S,Fast Food
61,"SALABAD, LLC",MCDONALD'S #6491,60601.0,"(41.88459084697665, -87.62923601171076)",MCDONALD'S,Fast Food
62,"SOLDECA, LLC",MC DONALDS # 6771,60647.0,"(41.917103631009375, -87.68724876700634)",MCDONALD'S,Fast Food
63,JDD INVESTMENT CO,MCDONALDS #4655,60623.0,"(41.844249433592466, -87.73262060501526)",MCDONALD'S,Fast Food
64,DAK 4 LLC,MCDONALD'S #490,60655.0,"(41.70552029655878, -87.70145804220182)",MCDONALD'S,Fast Food
65,MASHAYO INC,MCDONALDS #27672,60615.0,"(41.80094197596625, -87.58763679215699)",MCDONALD'S,Fast Food
66,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALD'S,60608.0,"(41.85812821105203, -87.66111256351493)",MCDONALD'S,Fast Food
67,"INFINITE BUENA VIDA, LLC",HALE FAMILY MCDONALD'S,60649.0,"(41.751633598975936, -87.56516065093352)",MCDONALD'S,Fast Food
68,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALD'S,60623.0,"(41.84420224098303, -87.7048869943916)",MCDONALD'S,Fast Food
69,NORNAT V,MCDONALD'S,60628.0,"(41.72180876463062, -87.62524189468529)",MCDONALD'S,Fast Food
70,"KARAVITES RESTAURANT 6298, LLC",MCDONALD'S,60630.0,"(41.9706775856096, -87.76342894418006)",MCDONALD'S,Fast Food
71,"KARAVITES RESTAURANT 26, INC.",MCDONALD'S,60608.0,"(41.83920683228708, -87.64645354564058)",MCDONALD'S,Fast Food
72,TAYLOR 2525MLK INC.,MCDONALD'S,60616.0,"(41.8467666109193, -87.61717577754973)",MCDONALD'S,Fast Food
73,"KARAVITES RESTAURANT 33426, LLC",MCDONALD'S,60607.0,"(41.885536586504884, -87.66182271082023)",MCDONALD'S,Fast Food
74,CANADY ENTERPRISES CORP VII,MC DONALDS,60616.0,"(41.851107480190045, -87.61286663254377)",MCDONALD'S,Fast Food
75,PMA MCD INC,MCDONALD'S,60652.0,"(41.739860522047465, -87.72145630261183)",MCDONALD'S,Fast Food
76,"BRITTLAN V, LLC",MCDONALD'S,60619.0,"(41.736759925543325, -87.58884170140198)",MCDONALD'S,Fast Food
77,RANDY CONN,MCDONALD'S,60638.0,"(41.80741719738648, -87.74329469553156)",MCDONALD'S,Fast Food
78,"DE SOL, LLC",MC DONALD' S # 22100,60614.0,"(41.92498939160594, -87.67215167412238)",MCDONALD'S,Fast Food
79,OMAKIN RESTAURANTS LLC,MCDONALD'S,60624.0,"(41.86651388819227, -87.70573359902552)",MCDONALD'S,Fast Food
80,OMAKIN RESTAURANTS LLC,MCDONALD'S RESTAURANT,60636.0,"(41.775116565908775, -87.68338583887078)",MCDONALD'S,Fast Food
81,"KARAVITES RESTAURANT 5895, INC.",MCDONALDS,60640.0,"(41.965537226618295, -87.65502740724979)",MCDONALD'S,Fast Food
82,JATAN LLC,MC DONALD'S,60632.0,"(41.79710973542942, -87.72312435052895)",MCDONALD'S,Fast Food
83,PEPINO/ROBLES LTD.,MCDONALD'S RESTAURANT,60666.0,NAN,MCDONALD'S,Fast Food
84,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALD'S #4305,60625.0,"(41.96975372057437, -87.68940343670432)",MCDONALD'S,Fast Food
85,"KARAVITES RESTAURANT 36148, LLC",MCDONALD'S,60601.0,"(41.885822047853026, -87.63230373508567)",MCDONALD'S,Fast Food
86,"NORNAT III, INC.",MCDONALDS,60617.0,"(41.72235444829322, -87.57577806414749)",MCDONALD'S,Fast Food
87,RODNEY D LUBEZNIK,MCDONALD'S #5813,60617.0,"(41.70257327537723, -87.5250941359867)",MCDONALD'S,Fast Food
88,"MYD HOLDINGS, LLC - C",MCDONALD'S # 17278,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
89,"BRITTLAN IV, LLC",MCDONALD'S,60619.0,"(41.73625546179032, -87.62291750820594)",MCDONALD'S,Fast Food
90,"RMS MANGEMENT, INC.",MC DONALD'S #5697,60634.0,"(41.94466353954316, -87.80712948307063)",MCDONALD'S,Fast Food
91,"KARAVITES RESTAURANT 4650, INC.",MCDONALDS,60660.0,"(41.99549427944373, -87.6602863708148)",MCDONALD'S,Fast Food
92,OMAKIN RESTAURANTS LLC,MCDONALD'S RESTAURANT,60644.0,"(41.88031771152733, -87.75074635547804)",MCDONALD'S,Fast Food
93,KARAVITES RESTAURANT 5744 INC,MCDONALDS,60639.0,"(41.92366106229715, -87.76612551711685)",MCDONALD'S,Fast Food
94,"MYD HOLDINGS, LLC",MCDONALD'S # 12785,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
95,J & G ON DEVON CORPORATION,MCDONALD'S RESTAURANT,60660.0,"(41.99785643742185, -87.67642502602074)",MCDONALD'S,Fast Food
96,"KARAVITES RESTAURANT 26, INC.",MCDONALDS,60608.0,"(41.83920683228708, -87.64645354564058)",MCDONALD'S,Fast Food
97,"YOSHAMA 69, INC.",MCDONALDS'S,60637.0,"(41.775220087308064, -87.58643662574815)",MCDONALD'S,Fast Food
98,LOS ARCO DORADOS LTD.,MCDONALD'S,60656.0,"(41.9627679194481, -87.83684032683502)",MCDONALD'S,Fast Food
99,"MCDONALD'S RESTAURANTS OF ILLINOIS, INC.",MCDONALD'S,60608.0,"(41.852124531448574, -87.68728216490156)",MCDONALD'S,Fast Food
100,1876 CLARK LLC,MCDONALD'S #38631,60613.0,"(41.947457574079124, -87.65689136051212)",MCDONALD'S,Fast Food
101,CHICAGO 1967 LLC,MCDONALD'S #7788,60622.0,"(41.89579651244164, -87.67732279971976)",MCDONALD'S,Fast Food
102,"RMC ADAMS-WELLS, LLC",MCDONALD'S #4061,60603.0,"(41.87949996011278, -87.63335353982716)",MCDONALD'S,Fast Food
103,MCFIELD CORPORTATION,MC DONALDS,60625.0,"(41.9681612546391, -87.72537704199931)",MCDONALD'S,Fast Food
104,CICERO 26 CORPORATION,MCDONALDS,60641.0,"(41.95957509944307, -87.74764568707928)",MCDONALD'S,Fast Food
105,"MYD HOLDINGS, LLC - B",MCDONALD'S # 17277,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
106,"MYD HOLDINGS, LLC - B",MCDONALD'S # 17277,60666.0,"(42.008536400868735, -87.91442843927047)",MCDONALD'S,Fast Food
107,"DOUIS, LLC",MCDONALDS,60608.0,"(41.86619115272126, -87.68406096346484)",MCDONALD'S,Fast Food
108,"KARAVITES RESTAURANT 3518, LLC",MC DONALD'S,60639.0,"(41.909404662965976, -87.75476387362707)",MCDONALD'S,Fast Food
109,"NORNAT, IV, INC.",MCDONALD'S RESTAURANT,60616.0,"(41.83095278930358, -87.62144916300736)",MCDONALD'S,Fast Food
110,"NORNAT, INC.",MCDONALD'S RESTAURANT,60617.0,"(41.72788019121327, -87.5510612280602)",MCDONALD'S,Fast Food
111,"JEM 2,  LLC",MC DONALDS # 25509,60639.0,"(41.931483591781685, -87.74199187144147)",MCDONALD'S,Fast Food
112,"SOLYSAL, LLC.",MC DONALD' S  # 6888,60657.0,"(41.9334048746597, -87.66858033090824)",MCDONALD'S,Fast Food
113,"DAN'S JEFFERSON STREET SUPER SANDWICHES, INC.",JIMMY JOHN'S,60661.0,"(41.88575801779178, -87.64292191698021)",JIMMY JOHN'S,Fast Food
114,"DAN'S WESTERN AVE SUPER SANDWICHES, INC.",JIMMY JOHN'S,60659.0,"(41.99258748774938, -87.6898621543762)",JIMMY JOHN'S,Fast Food
115,JJNISK INC,JIMMY JOHNS,60641.0,"(41.95391361936965, -87.7479109624453)",JIMMY JOHN'S,Fast Food
116,"MONROE STREET DEVELOPMENT, INC.",JIMMY JOHN'S,60606.0,"(41.880547897806615, -87.63398066695044)",JIMMY JOHN'S,Fast Food
117,SUB SHOP # 597 INC,JIMMY JOHNS,60610.0,"(41.903806014540685, -87.63058113117621)",JIMMY JOHN'S,Fast Food
118,"FAST SANDWICH, LLC",JIMMY JOHN'S,60611.0,"(41.89245401445151, -87.622415216598)",JIMMY JOHN'S,Fast Food
119,JS FORT GROUP,JIMMY JOHNS,60609.0,"(41.83078218057412, -87.62679017621963)",JIMMY JOHN'S,Fast Food
120,"FAST SANDWICH, LLC",JIMMY JOHN'S,60607.0,"(41.87677248678597, -87.6477882888083)",JIMMY JOHN'S,Fast Food
121,JS FORT GROUP,JIMMY JOHNS,60642.0,"(41.9069300282082, -87.6506450643109)",JIMMY JOHN'S,Fast Food
122,"J.J. CLARK STREET, INC.",JIMMY JOHN'S CLARK,60602.0,"(41.88265086811486, -87.63105264246144)",JIMMY JOHN'S,Fast Food
123,"FAST SANDWICH, LLC",JIMMY JOHN'S,60640.0,"(41.96547989696298, -87.6595077701744)",JIMMY JOHN'S,Fast Food
124,JEKL GOURMET SANDWICHES LLC,JIMMY JOHNS,60610.0,"(41.91103768443435, -87.63621881248947)",JIMMY JOHN'S,Fast Food
125,JS FORT GROUP,JIMMY JOHNS,60614.0,"(41.92268910988196, -87.64469333563137)",JIMMY JOHN'S,Fast Food
126,JS FORT GROUP,JIMMY JOHNS,60609.0,"(41.82976433054541, -87.65061989801394)",JIMMY JOHN'S,Fast Food
127,"THE SANDWICH SHOP, INC.",JIMMY JOHN'S,60602.0,"(41.88216757035807, -87.6276515756676)",JIMMY JOHN'S,Fast Food
128,"CLINTON STREET DEVELOPMENT, INC.",JIMMY JOHNS,60661.0,"(41.879600620704025, -87.64097255834218)",JIMMY JOHN'S,Fast Food
129,"SK MALHOTRA INC.,",JIMMY JOHNS,60625.0,"(41.97584015272843, -87.71011548431616)",JIMMY JOHN'S,Fast Food
130,"FAST SANDWICH, LLC",JIMMY JOHN'S,60601.0,"(41.8854443881431, -87.6325821348462)",JIMMY JOHN'S,Fast Food
131,"MADISON WELLS DEVELOPMENT, INC",JIMMY JOHNS,60606.0,"(41.88183546590967, -87.63389738860116)",JIMMY JOHN'S,Fast Food
132,JS FORT GROUP,JIMMY JOHNS,60614.0,"(41.92172346276781, -87.66476304489882)",JIMMY JOHN'S,Fast Food
133,"FAST SANDWICH, LLC",JIMMY JOHN'S,60604.0,"(41.8783126806928, -87.62753415970441)",JIMMY JOHN'S,Fast Food
134,"RANDOLPH STREET DEVELOPMENT, INC.",JIMMY JOHNS,60601.0,"(41.8846320757672, -87.6222479910888)",JIMMY JOHN'S,Fast Food
135,"FAST SANDWICH, LLC",JIMMY JOHN'S,60607.0,"(41.86888971111206, -87.63909892808796)",JIMMY JOHN'S,Fast Food
136,"FAST SANDWICH, LLC",JIMMY JOHN'S,60607.0,"(41.86932679251271, -87.6554944113851)",JIMMY JOHN'S,Fast Food
137,JS FORT GROUP,JIMMY JOHN'S,60657.0,"(41.942396126778384, -87.65282389448343)",JIMMY JOHN'S,Fast Food
138,SUB SHOP #815 INC,JIMMY JOHNS,60642.0,"(41.89176977820589, -87.65860461424934)",JIMMY JOHN'S,Fast Food
139,JS FORT GROUP,JIMMY JOHNS,60657.0,"(41.93305938442793, -87.64526584295888)",JIMMY JOHN'S,Fast Food
140,"DAN'S ILLINOIS STREET SUPER SANDWICHES, INC.",JIMMY JOHNS,60654.0,"(41.8908438371594, -87.63241248848901)",JIMMY JOHN'S,Fast Food
141,THE SANDWICH SHOP STATE L.L.C.,JIMMY JOHN'S-JACKSON,60604.0,"(41.8783126806928, -87.62753415970441)",JIMMY JOHN'S,Fast Food
142,STATE & EIGHT INC.,JIMMY JOHN'S- STATE,60605.0,"(41.872486591756214, -87.6273989196209)",JIMMY JOHN'S,Fast Food
143,"THE SANDWICH SHOP MICHIGAN, INC.",JIMMY JOHN'S - MICHIGAN,60601.0,"(41.88637740620821, -87.62438167043969)",JIMMY JOHN'S,Fast Food
144,"THE SANDWICH SHOP WELLS, INC.",JIMMY JOHN'S - WASHINGTON,60606.0,"(41.88331955933273, -87.63437965857405)",JIMMY JOHN'S,Fast Food
145,CONRAY CORPORATION,7-ELEVEN #33508C,60614.0,"(41.921178383612904, -87.66357938528952)",7 ELEVEN,Chains
146,ROSSI HOLDINGS INC,7-ELEVEN #33912B,60601.0,"(41.886831512316874, -87.62655608493642)",7 ELEVEN,Chains
147,MCCLURG CORPORATION,7- ELEVEN,60611.0,"(41.89267922007347, -87.61786371164598)",7 ELEVEN,Chains
148,JASSI K S INC.,7-ELEVEN,60638.0,"(41.77775753872336, -87.77119396819958)",7 ELEVEN,Chains
149,MINA 5 ENTERPRISE GROUP INC.,7 ELEVEN #33729A,60611.0,"(41.896591441537055, -87.62646711062504)",7 ELEVEN,Chains
150,"BOONE 'S OPPORTUNITY TWO, INC.",7-ELEVEN #33725,60611.0,"(41.89245180138692, -87.62256644896387)",7 ELEVEN,Chains
151,SAI RAMA INC.,7-ELEVEN,60614.0,"(41.91799756750801, -87.65321937695829)",7 ELEVEN,Chains
152,"HAI, INC.",7-ELEVEN,60661.0,"(41.88559428960742, -87.64252600441937)",7 ELEVEN,Chains
153,ZEENAT CORPORATION,7-ELEVEN,60625.0,"(41.976121121893854, -87.68930731555461)",7 ELEVEN,Chains
154,TASTY SHAH 1 INC.,7-ELEVEN #29150F,60618.0,"(41.953746186808466, -87.71296312564161)",7 ELEVEN,Chains
155,L. ALI CORPORATION,7-ELEVEN,60614.0,"(41.930152639961186, -87.64339327641201)",7 ELEVEN,Chains
156,"DOMY CORP., AN ILLINOIS CORPORATION",7-ELEVEN DOMY CORP,60625.0,"(41.98260896877427, -87.69447541262302)",7 ELEVEN,Chains
157,"7-ELEVEN, INC.",7 ELEVEN #35750H,60647.0,"(41.911442870211495, -87.67933447184733)",7 ELEVEN,Chains
158,FLILLIAN CORPORATION,7-ELEVEN,60607.0,"(41.876543846685756, -87.64847222242669)",7 ELEVEN,Chains
159,"BADAR, INC.",7-ELEVEN,60618.0,"(41.960731356474305, -87.71327613356749)",7 ELEVEN,Chains
160,"SRJ ENTERPRISES, INC.",7-ELEVEN,60606.0,"(41.87947279717996, -87.63580748102805)",7 ELEVEN,Chains
161,"KRUPA ENTERPRISES OF CHICAGO, INC.",7-ELEVEN,60659.0,"(41.98337676490411, -87.71391165932629)",7 ELEVEN,Chains
162,"7-ELEVEN, INC.",7-ELEVEN #36881J,60606.0,"(41.88525719405359, -87.63376979601067)",7 ELEVEN,Chains
163,"AUM SHREE SAI ENTERPRISES, INC",7-ELEVEN,60657.0,"(41.93973347468255, -87.65865193424143)",7 ELEVEN,Chains
164,OM SAI RAM ENTERPRISES INC.,7-ELEVEN #32261D,60625.0,"(41.965791672217485, -87.68867076537488)",7 ELEVEN,Chains
165,SHREE AMBIKA CORPORATION,7 ELEVEN #33582B,60601.0,"(41.88583768769826, -87.62591897202392)",7 ELEVEN,Chains
166,S & Z ENTERPRISE INC. CHICAGO,7-ELEVEN,60625.0,"(41.965791672217485, -87.68867076537488)",7 ELEVEN,Chains
167,"A & H RETAIL, INC.",7-ELEVEN #337288,60654.0,"(41.893460503566985, -87.64127552306698)",7 ELEVEN,Chains
168,"SHEEMA ENTERPRISES, INC.",7-ELEVEN #33526,60641.0,"(41.94590506437645, -87.74690751577255)",7 ELEVEN,Chains
169,IMRAN AND SARAH INC.,7 ELEVEN #33854B,60654.0,"(41.89381904842264, -87.62797829777458)",7 ELEVEN,Chains
170,"7-ELEVEN, INC.",7-ELEVEN,60647.0,"(41.92489740229432, -87.70036657187526)",7 ELEVEN,Chains
171,UJP INCORPORATED,7-ELEVEN,60614.0,"(41.932748996008655, -87.65380148899577)",7 ELEVEN,Chains
172,"ACME STORES, INC.",7-ELEVEN #33511C,60603.0,"(41.87940125364803, -87.62648709958653)",7 ELEVEN,Chains
173,GILBERT B MENASHI INC,7-ELEVEN #16809,60634.0,"(41.93833921191563, -87.77615138689676)",7 ELEVEN,Chains
174,"KP GROUP, INC",7-ELEVEN #37152 A,60604.0,"(41.8783434588105, -87.62660256371231)",7 ELEVEN,Chains
175,"AARNA STORES, INCORPORATED",7 ELEVEN #33726A,60661.0,"(41.877881473917256, -87.64375104394384)",7 ELEVEN,Chains
176,RMR ENTERPRISES INC.,7 ELEVEN,60614.0,"(41.93264872511651, -87.64115056825374)",7 ELEVEN,Chains
177,"JDJG, INC.",7 - ELEVEN,60601.0,"(41.886831512316874, -87.62655608493642)",7 ELEVEN,Chains
178,JRX III INCORPORATED,7-ELEVEN 33609,60647.0,"(41.91810712421967, -87.69736529538596)",7 ELEVEN,Chains
179,"EIG RETAIL, INC.",7-ELEVEN #33732A,60660.0,"(41.9835594257736, -87.65738202407279)",7 ELEVEN,Chains
180,"SHAHZAD TRENDZ, INC.",7-ELEVEN # 33731,60607.0,"(41.880522170643594, -87.65185446297886)",7 ELEVEN,Chains
181,IS&K INC.,7 ELEVEN #33727A,60607.0,"(41.87901072333905, -87.65720059199599)",7 ELEVEN,Chains
182,BLUECHIP CHICAGO INC.,7-ELEVEN #33723B,60661.0,"(41.88328561813559, -87.64174676077212)",7 ELEVEN,Chains
183,"LIN ENTERPRISE, INC.",7 ELEVEN #34133A,60640.0,"(41.96548980104739, -87.65907220826392)",7 ELEVEN,Chains
184,"BOONE'S OPPORTUNITY, INC.",7-ELEVEN,60601.0,"(41.88579631234916, -87.6296461541294)",7 ELEVEN,Chains
185,LIAQAT ALI,7 - ELEVEN,60614.0,"(41.923649983244644, -87.63945496889548)",7 ELEVEN,Chains
186,CHAUDHRI INVESTMENT INC,7-ELEVEN,60618.0,"(41.954083317714684, -87.69830277007019)",7 ELEVEN,Chains
187,FIRYAL RAHO CORPORATION,7-ELEVEN,60638.0,"(41.77764499407842, -87.79079419248302)",7 ELEVEN,Chains
188,A RATHAPPILLIL CORPORATION,7-ELEVEN,60632.0,"(41.793008028419656, -87.73264551503843)",7 ELEVEN,Chains
189,SJ FOOD CORPORATION,7-ELEVEN,60629.0,"(41.77862499314056, -87.73502936410594)",7 ELEVEN,Chains
190,"ERETAIL, INC.",7-ELEVEN,60656.0,"(41.97626545131273, -87.83676599105188)",7 ELEVEN,Chains
191,"MINA 2 ENTERPRISE GROUP, INC.",7-ELEVEN #32889B,60606.0,"(41.883131775767836, -87.63400723959279)",7 ELEVEN,Chains
192,AR CORPORATION OF CHICAGO,7-ELEVEN,60616.0,"(41.836371827384944, -87.62638078984217)",7 ELEVEN,Chains
193,"7-ELEVEN, INC.",7-ELEVEN #38544H,60646.0,"(41.99689014761773, -87.7872613127233)",7 ELEVEN,Chains
194,"J & D ROSSI ENTERPRISES, INC",7-ELEVEN,60610.0,"(41.9017355868964, -87.63006791899414)",7 ELEVEN,Chains
195,JIMMY GOREEL,7 - ELEVEN,60645.0,"(42.005080073904516, -87.6899247445087)",7 ELEVEN,Chains
196,OM STORES INCORPORATED,7 ELEVEN #29150E,60618.0,"(41.953746186808466, -87.71296312564161)",7 ELEVEN,Chains
197,"RAJSHREE-KK, INC.",7 ELEVEN #33875B,60614.0,"(41.925120741631254, -87.66247715259199)",7 ELEVEN,Chains
