,legal name,doing business as name,zip code,location,matches,type
423,FAZAL DEVELOPMENT NETWORK INC,SUBWAY 5183,60610.0,"(41.91101314874418, -87.63801771166592)",SUBWAY,Fast Food
424,DIPANVIR INC.,SUBWAY,60637.0,"(41.791404735052566, -87.58977783510586)",SUBWAY,Fast Food
425,LAXMI NARAYAN FOOD INC.,SUBWAY,60634.0,"(41.95407306311155, -87.78674347222507)",SUBWAY,Fast Food
426,"MIDWAY RESTAURANT DEVELOPMENT, LTD.",SUBWAY SANDWICH,60666.0,"(42.008536400868735, -87.91442843927047)",SUBWAY,Fast Food
427,"SHIV 1, INC.",SUBWAY,60616.0,"(41.83126121100285, -87.6168220727714)",SUBWAY,Fast Food
428,I SHREE INC.,SUBWAY,60643.0,"(41.67761612849284, -87.66316025686356)",SUBWAY,Fast Food
429,CECIBEL INC.,SUBWAY,60618.0,"(41.9549277439019, -87.67912783944996)",SUBWAY,Fast Food
430,FAZAL DEVELOPMENT NETWORK INC,SUBWAY 6010,60652.0,"(41.74447216541511, -87.72160213082438)",SUBWAY,Fast Food
431,PRAMANIK LLC,SUBWAY RESTAURANT #35406,60630.0,"(41.96223481162694, -87.72771371816451)",SUBWAY,Fast Food
432,SHRI SAI RAM SUB,SUBWAY,60654.0,"(41.88917219233801, -87.6371099271468)",SUBWAY,Fast Food
433,"OM SAI INVESTMENT, INC.",SUBWAY,60655.0,"(41.70630132759062, -87.70063465826235)",SUBWAY,Fast Food
434,RAMOHAN INC.,SUBWAY 24379,60610.0,"(41.89726883968477, -87.62836234591299)",SUBWAY,Fast Food
435,PEARL INC,SUBWAY,60657.0,"(41.93704235000386, -87.64814829224738)",SUBWAY,Fast Food
436,AAS OF ILL INC.,SUBWAY,60601.0,"(41.88453096378336, -87.62460204460082)",SUBWAY,Fast Food
437,LAXMIQSRLLC,SUBWAY,60638.0,"(41.793632714800815, -87.80143327210808)",SUBWAY,Fast Food
438,FAZAL DEVELOPMENT NETWORK INC,SUBWAY #26771,60605.0,"(41.87679468592167, -87.62899906139144)",SUBWAY,Fast Food
439,SHASHI FOOD INC.,SUBWAY,60642.0,"(41.89579624448361, -87.65495359564429)",SUBWAY,Fast Food
440,"S.R.S. ENTERPRISES, INC.",SUBWAY,60618.0,"(41.94682340031816, -87.688112633821)",SUBWAY,Fast Food
441,JAYSHREE INC.,SUBWAY / JAY SHREE INC.,60601.0,"(41.886567370886944, -87.62438467059714)",SUBWAY,Fast Food
442,NICK & JANU INC.,SUBWAY,60639.0,"(41.92399496376791, -87.75628276245897)",SUBWAY,Fast Food
443,"S.R.S. ENTERPRISES, INC.",SUBWAY,60618.0,"(41.94682340031816, -87.688112633821)",SUBWAY,Fast Food
444,SWAMI SUBWAY INC.,SUBWAY SANWICH SHOP,60639.0,"(41.92404417418351, -87.76894097882658)",SUBWAY,Fast Food
445,"BRAHMANI MA, INC.",SUBWAY,60628.0,"(41.705296492547895, -87.64293095094614)",SUBWAY,Fast Food
446,"VIRASI, INC.",SUBWAY,60643.0,"(41.706475573671476, -87.66918698738836)",SUBWAY,Fast Food
447,SIMER SP INC.,SUBWAY,60619.0,"(41.7435467578672, -87.6242521859341)",SUBWAY,Fast Food
448,KIRTI ASSOCIATES LLC,SUBWAY,60601.0,"(41.88462378463585, -87.62047604442976)",SUBWAY,Fast Food
449,SHIV & SHLOK INC.,SUBWAY,60629.0,"(41.77885938286479, -87.70340468311451)",SUBWAY,Fast Food
450,OM103 INC.,SUBWAY,60617.0,"(41.707421537783866, -87.5595028300987)",SUBWAY,Fast Food
451,PEARL INC,SUBWAY,60657.0,"(41.93704235000386, -87.64814829224738)",SUBWAY,Fast Food
452,OM103 INC.,SUBWAY,60617.0,"(41.707421537783866, -87.5595028300987)",SUBWAY,Fast Food
453,HALSTED FOOD ENTERPRISES INC.,SUBWAY,60625.0,NAN,SUBWAY,Fast Food
454,"JACKSON AVENUE SUBS, INC.",SUBWAY #51581,60601.0,"(41.885638980759765, -87.6290500154005)",SUBWAY,Fast Food
455,MIDDAY MEALS,SUBWAY,60601.0,"(41.88462378463585, -87.62047604442976)",SUBWAY,Fast Food
456,"WABASH STREET DEVELOPMENT, INC.",SUBWAY,60605.0,"(41.874262945658266, -87.62613997909445)",SUBWAY,Fast Food
457,"AIMAN & ERUM, INC.",SUBWAY SANDWICH SHOP,60657.0,"(41.93320477266116, -87.66828066337138)",SUBWAY,Fast Food
458,S&S ETERNAL INC.,SUBWAY,60601.0,"(41.88539004666972, -87.61898671163952)",SUBWAY,Fast Food
459,DIPANVIR II INC.,SUBWAY,60620.0,"(41.735408702583165, -87.66290968424336)",SUBWAY,Fast Food
460,DARJI BROTHERS INCORPORATED,SUBWAY SANDWICH STORE,60659.0,"(41.99767707665171, -87.69924897816243)",SUBWAY,Fast Food
461,"SMAIK, INC.",SUBWAY,60634.0,"(41.93634639171172, -87.7662738608153)",SUBWAY,Fast Food
462,KFJ INVESTMENTS INC,SUBWAY,60616.0,"(41.85605269621059, -87.62731125804903)",SUBWAY,Fast Food
463,"OM & LILA, INC.",SUBWAY,60608.0,"(41.85798053852561, -87.66161007814216)",SUBWAY,Fast Food
464,"AMARNATH SAI KRUPA, INC.",SUBWAY,60707.0,"(41.9091879513167, -87.79091085282185)",SUBWAY,Fast Food
465,"ARYAN SUBS, INC.",SUBWAY,60612.0,"(41.874081988696005, -87.66722275934995)",SUBWAY,Fast Food
466,"JAY JAY SHIV, INC.",SUBWAY,60616.0,"(41.853078001271854, -87.62238429660253)",SUBWAY,Fast Food
467,"JACKSON AVENUE SUBS, INC.",SUBWAY #44541,60606.0,"(41.879272838776735, -87.63410319837826)",SUBWAY,Fast Food
468,ARYAANI LLC,SUBWAY RESTAURANT,60651.0,"(41.89481469929343, -87.75630215901684)",SUBWAY,Fast Food
469,"BROADWAY SUBS, INC.",SUBWAY 1121,60657.0,"(41.93604870409684, -87.64440998140738)",SUBWAY,Fast Food
470,ARANDA ZERMENO INC,SUBWAY,60654.0,"(41.88874160495607, -87.63236504957815)",SUBWAY,Fast Food
471,"JACKSON AVENUE SUBS, INC.",SUBWAY 48735,60654.0,"(41.88796240812167, -87.6293957639184)",SUBWAY,Fast Food
472,"AMBAJI I, INC.",SUBWAY,60620.0,"(41.750813934830596, -87.62671100515273)",SUBWAY,Fast Food
473,HARI KRISHNA I INC.,SUBWAY,60605.0,"(41.876797440785374, -87.63325591022408)",SUBWAY,Fast Food
474,AARON'S VENTURES INCORPORATED,SUBWAY,60639.0,"(41.93168226651076, -87.7435650331494)",SUBWAY,Fast Food
475,"DICKERSON FOOD EXPRESS, LLC",SUBWAY,60639.0,"(41.90935850137094, -87.77598653362747)",SUBWAY,Fast Food
476,GANESH QSR LLC,SUBWAY,NAN,NAN,SUBWAY,Fast Food
477,YOG GURU INCORPORATED,SUBWAY SANDWICHES,60607.0,"(41.88317183484875, -87.65213310038212)",SUBWAY,Fast Food
478,JAI JALIYAAN INC.,SUBWAY SANDWICHES,60607.0,"(41.87805084013579, -87.64765376442952)",SUBWAY,Fast Food
479,"DIZA HOSPITALITY GROUP, LLC ATRIUM SUBS",SUBWAY,60601.0,"(41.88458626715456, -87.63101044588599)",SUBWAY,Fast Food
480,NEELPA INC.,SUBWAY,60657.0,"(41.93942462169401, -87.66811073298523)",SUBWAY,Fast Food
481,AAJEEVAN INC.,SUBWAY,60632.0,"(41.81310105112748, -87.72392832288558)",SUBWAY,Fast Food
482,"TKW INVESTMENTS, INC.",SUBWAY 29772,60660.0,"(41.994447305068526, -87.65993657902533)",SUBWAY,Fast Food
483,LA PRESA INC,SUBWAY,60661.0,"(41.88559449266443, -87.64346245829006)",SUBWAY,Fast Food
484,"WILSON WINGS, INC","WILSON WINGS, INC. / WINGSTOP RESTAURANT",60640.0,"(41.96498064673003, -87.65704319788571)",WINGSTOP,Fast Food
485,"ROGERS PARK WINGS, INC.",WINGSTOP RESTAURANT,60626.0,"(42.00913302441507, -87.6738463824712)",WINGSTOP,Fast Food
486,"FIVE POINTS WINGS, LLC",WINGSTOP #587,60638.0,"(41.794017543044355, -87.7741473714093)",WINGSTOP,Fast Food
487,"FIVE POINTS WINGS, LLC",WINGSTOP #551,60632.0,"(41.81247910831577, -87.72390673868298)",WINGSTOP,Fast Food
488,CWK MARSHFIELD LLC,WINGSTOP,60643.0,"(41.6775910650455, -87.66447899825711)",WINGSTOP,Fast Food
489,WINGS OVER HARRISON LLC,"WINGS OVER HARRISON LLC / WINGSTOP RESTAURANTS, INC",60605.0,"(41.87448905670627, -87.6273652953713)",WINGSTOP,Fast Food
490,"OM KEDZIE WINGS, INC.",WINGSTOP,60651.0,"(41.89561531354531, -87.70670532510552)",WINGSTOP,Fast Food
491,CWK CHICAGO - PORTAGE PARK LLC,WINGSTOP,60630.0,"(41.968677142221665, -87.76125525436993)",WINGSTOP,Fast Food
492,WINGS OVER ENGLEWOOD LLC,WINGSTOP,60621.0,"(41.77982679720496, -87.64690261797884)",WINGSTOP,Fast Food
493,"NWW, LLC",WINGSTOP,60641.0,"(41.93710698410429, -87.72698208255794)",WINGSTOP,Fast Food
494,HALSTED WINGS & FRIES INC.,WINGSTOP,60608.0,"(41.83886824139177, -87.64644448458358)",WINGSTOP,Fast Food
495,"BROADWAY WINGS, INC.",WINGSTOP RESTAURANT,60660.0,"(41.991711644447086, -87.66046661833741)",WINGSTOP,Fast Food
496,"BUCKTOWN WINGS, INC.",WINGSTOP RESTAURANT,60647.0,"(41.91122291121554, -87.67854693941312)",WINGSTOP,Fast Food
497,"HOT WINGS, LLC",WINGSTOP,60608.0,"(41.8521436196765, -87.68504520753409)",WINGSTOP,Fast Food
498,CWK 79TH LLC,WINGSTOP,60652.0,"(41.74803596790578, -87.74115697298679)",WINGSTOP,Fast Food
499,"OM MILWAUKEE WINGS, INC.",WINGSTOP,60642.0,"(41.89691823704051, -87.65668624184336)",WINGSTOP,Fast Food
500,CWK LINCOLNWOOD LLC,WINGSTOP,60659.0,"(41.994027942755, -87.71352800841929)",WINGSTOP,Fast Food
501,"HOT WINGS, LLC",WINGSTOP #894,60629.0,"(41.78634119819243, -87.70320430797963)",WINGSTOP,Fast Food
502,OM BROADWAY WINGS INC.,WINGSTOP,60613.0,NAN,WINGSTOP,Fast Food
503,"YARDS PLAZA WINGS, INC.",WINGSTOP RESTAURANT,60609.0,"(41.80861587986066, -87.67638448034334)",WINGSTOP,Fast Food
504,"WESTERN WINGS, INC.",WINGSTOP RESTAURANT,60618.0,"(41.942077127035645, -87.68839242966847)",WINGSTOP,Fast Food
505,AJS WINGS INC.,WINGSTOP,60615.0,"(41.79945686102498, -87.59193171135287)",WINGSTOP,Fast Food
506,"NWW, LLC",WINGSTOP,60639.0,"(41.9098474384738, -87.73744355102082)",WINGSTOP,Fast Food
507,RUDRA WINGS INC.,WINGSTOP,60619.0,"(41.736782316890434, -87.58712604619033)",WINGSTOP,Fast Food
508,DIVISION WINGS & FRIES INC.,WINGSTOP,60610.0,"(41.90380882550438, -87.63040710682779)",WINGSTOP,Fast Food
509,"S & L WINGS, LLC",WINGSTOP,60634.0,"(41.93623461145712, -87.76656405018639)",WINGSTOP,Fast Food
510,CWK CHICAGO - CLARK LLC,WINGSTOP,60614.0,"(41.9305175589043, -87.64394893189049)",WINGSTOP,Fast Food
511,WINGS OVER BRONZEVILLE LLC,WINGSTOP,60616.0,"(41.831301728075424, -87.61469276346779)",WINGSTOP,Fast Food
512,"DIZA TACOS LAKEVIEW, LLC",TACO BELL,60657.0,"(41.9400469096621, -87.65239335601743)",TACO BELL,Fast Food
513,"DIZA TACOS LITTLE VILLAGE, LLC",TACO BELL,60609.0,"(41.80983789260474, -87.6751211979834)",TACO BELL,Fast Food
514,SUNDANCE INC.,TACO BELL #27900,60643.0,"(41.721300448830874, -87.66434336150051)",TACO BELL,Fast Food
515,AG BELLS II LLC,TACO BELL,60624.0,"(41.866463843723054, -87.71017082981336)",TACO BELL,Fast Food
516,"DIZA TACOS LITTLE VILLAGE, LLC",TACO BELL,60609.0,"(41.80983789260474, -87.6751211979834)",TACO BELL,Fast Food
517,"DIZA TACOS GARFIELD, LLC",TACO BELL,60621.0,"(41.7940538545927, -87.63276036126142)",TACO BELL,Fast Food
518,"SHAMROCK TBC, INC",TACO BELL #2513,60638.0,"(41.79218559796885, -87.79580846844716)",TACO BELL,Fast Food
519,AG BELLS II LLC,TACO BELL CANTINA,60605.0,"(41.87669951154698, -87.62911066501952)",TACO BELL,Fast Food
520,BELL GREAT LAKES LLC,TACO BELL,60639.0,"(41.90959614296241, -87.73970064401364)",TACO BELL,Fast Food
521,SUNDANCE INC.,TACO BELL #30409,60614.0,"(41.928669020585914, -87.67377920462141)",TACO BELL,Fast Food
522,AG BELLS II LLC,TACO BELL CANTINA,60647.0,"(41.92533164821854, -87.70154132847459)",TACO BELL,Fast Food
523,AG BELLS II LLC,TACO BELL,60616.0,"(41.832979861973556, -87.61684598145095)",TACO BELL,Fast Food
524,WESTERN BELL INC,TACO BELL,60608.0,"(41.84803753161119, -87.68567385649257)",TACO BELL,Fast Food
525,"BUDDY BELLS, INC.",TACO BELL,60657.0,"(41.93657350113173, -87.64413475404801)",TACO BELL,Fast Food
526,"DIZA TACOS WABASH, LLC",TACO BELL,60601.0,"(41.88531449130694, -87.62641339496633)",TACO BELL,Fast Food
527,AG BELLS II LLC,TACO BELL CANTINA,60622.0,"(41.90814745715818, -87.67375422497237)",TACO BELL,Fast Food
528,"DIZA TACOS CHICAGO AVE, LLC",TACO BELL,60611.0,"(41.89679861905508, -87.62726628946932)",TACO BELL,Fast Food
529,DIZA TACOS STREETERVILLE LLC,TACO BELL CANTINA,60611.0,"(41.892452907944126, -87.6224908327819)",TACO BELL,Fast Food
530,AG BELLS II LLC,TACO BELL CANTINA,60614.0,"(41.9258486693418, -87.64048641715421)",TACO BELL,Fast Food
531,"DIZA HOSPITALITY TACO PROPERTIES, LLC",TACO BELL,60626.0,"(41.99989387175844, -87.660837284997)",TACO BELL,Fast Food
532,SUNDANCE INC.,TACO BELL #30407,60649.0,"(41.751845307751985, -87.58614823541802)",TACO BELL,Fast Food
533,SUNDANCE INC.,TACO BELL #30404,60661.0,NAN,TACO BELL,Fast Food
534,"DIZA HOSPITALITY GROUP, LLC",TACO BELL,60601.0,"(41.88458626715456, -87.63101044588599)",TACO BELL,Fast Food
535,"DIZA TACOS HYDE PARK, LLC",TACO BELL,60615.0,"(41.79938949027767, -87.59268914036797)",TACO BELL,Fast Food
536,"E & A PIZZA, INC.",DOMINOS PIZZA,60639.0,"(41.924073067566596, -87.76714907506481)",DOMINO'S PIZZA,Fast Food
537,"MCA CHICAGO, INC.",DOMINO'S PIZZA,60639.0,"(41.924404741362615, -87.74217215830885)",DOMINO'S PIZZA,Fast Food
538,"MCA ONE PIZZA, INC.",DOMINO'S,60625.0,"(41.976716699278995, -87.70855951918773)",DOMINO'S PIZZA,Fast Food
539,"ROLLING IN THE DOUGH, INC.",DOMINO'S,60632.0,"(41.801731853140566, -87.72355312492911)",DOMINO'S PIZZA,Fast Food
540,KUMAR BROTHERS PIZZA INC,DOMINO'S PIZZA,60609.0,"(41.81522282894944, -87.66499165558884)",DOMINO'S PIZZA,Fast Food
541,"MARR CHICAGO PIZZA, INC.",DOMINO'S #2791,60654.0,"(41.8910754076385, -87.63687267718794)",DOMINO'S PIZZA,Fast Food
542,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60623.0,"(41.84412236458153, -87.72602913672753)",DOMINO'S PIZZA,Fast Food
543,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60614.0,"(41.925234528765046, -87.66923254442136)",DOMINO'S PIZZA,Fast Food
544,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60610.0,"(41.90376544815293, -87.63307247105263)",DOMINO'S PIZZA,Fast Food
545,"WOWZZA, INC.",DOMINO'S PIZZA,60638.0,"(41.79392294638772, -87.80144211165198)",DOMINO'S PIZZA,Fast Food
546,MILLENNIAL PIZZA LLC,DOMINOS PIZZA,60649.0,"(41.765990001140594, -87.57378733665412)",DOMINO'S PIZZA,Fast Food
547,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60607.0,"(41.86627726994009, -87.63936045226205)",DOMINO'S PIZZA,Fast Food
548,"CHICAGO PIZZA CONNECTION, INC.",DOMINO'S PIZZA,60630.0,"(41.97219180006344, -87.7282859724841)",DOMINO'S PIZZA,Fast Food
549,"MARR CHICAGO PIZZA, INC.",DOMINO'S PIZZA,60657.0,"(41.9380068184394, -87.64892450543655)",DOMINO'S PIZZA,Fast Food
550,"MARR CHICAGO PIZZA, INC.",DOMINO'S PIZZA,60647.0,"(41.92476861962253, -87.68987135761421)",DOMINO'S PIZZA,Fast Food
551,PALM PIZZA LLC,DOMINO'S PIZZA,60634.0,"(41.940865238847174, -87.80699550827063)",DOMINO'S PIZZA,Fast Food
552,"B - J RESTAURANTS, INC.",DINO'S PIZZA,60656.0,"(41.9802687522649, -87.80254235319276)",DOMINO'S PIZZA,Fast Food
553,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60612.0,"(41.88107056355697, -87.68523086041827)",DOMINO'S PIZZA,Fast Food
554,"MARR CHICAGO PIZZA, INC.",DOMINO'S PIZZA,60614.0,"(41.92268910988196, -87.64469333563137)",DOMINO'S PIZZA,Fast Food
555,"ROLLING IN THE DOUGH, INC.",DOMINO'S,60632.0,"(41.80789506464107, -87.70381959601318)",DOMINO'S PIZZA,Fast Food
556,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60608.0,"(41.852117934815105, -87.68832871122574)",DOMINO'S PIZZA,Fast Food
557,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60607.0,"(41.881626936573106, -87.64975194167972)",DOMINO'S PIZZA,Fast Food
558,"DMP PIZZA, INC.",DOMINO'S,60641.0,"(41.95213643037515, -87.74742887301954)",DOMINO'S PIZZA,Fast Food
559,"ROLLING IN THE DOUGH, INC.",DOMINO'S PIZZA,60626.0,"(42.00196447354405, -87.67179733263116)",DOMINO'S PIZZA,Fast Food
560,M C A PIZZA INC.,DOMINO'S PIZZA,60659.0,"(41.997509636592596, -87.70871560955086)",DOMINO'S PIZZA,Fast Food
561,"MARR CHICAGO PIZZA, INC.",DOMINO'S,60651.0,"(41.89561531354531, -87.70670532510552)",DOMINO'S PIZZA,Fast Food
562,ROLLING IN THE DOUGH II INC,DOMINO'S PIZZA,60613.0,"(41.95423657765484, -87.66486474017243)",DOMINO'S PIZZA,Fast Food
563,"E & A PIZZA, INC.",DOMINOS PIZZA,60639.0,"(41.924073067566596, -87.76714907506481)",DOMINO'S PIZZA,Fast Food
564,ROLLING IN THE DOUGH II INC,DOMINO'S PIZZA,60660.0,"(41.98880582200982, -87.67003676349547)",DOMINO'S PIZZA,Fast Food
565,ROLLING IN THE DOUGH II INC,DOMINO'S PIZZA,60615.0,"(41.80233814333551, -87.58967573279067)",DOMINO'S PIZZA,Fast Food
566,"2002 DONUTS, INC.",DUNKIN DONUTS,60609.0,"(41.8087447573536, -87.64655347311131)",DUNKIN' DONUTS,Fast Food
567,"CERMAK DONUTS, INC.",DUNKIN DONUTS,60623.0,"(41.85165323589139, -87.70540397057775)",DUNKIN' DONUTS,Fast Food
568,JOMANI INC.,DUNKIN DONUTS,60601.0,"(41.885639263164336, -87.62897623690175)",DUNKIN' DONUTS,Fast Food
569,TKO INC.,DUNKIN DONUTS,60601.0,"(41.88770537937826, -87.62058814392799)",DUNKIN' DONUTS,Fast Food
570,AMRIT INC.,DUNKIN DONUTS,60659.0,"(41.98571758747685, -87.69909642963309)",DUNKIN' DONUTS,Fast Food
571,"DIYA KEDZIE, LLC",DUNKIN DONUTS,60651.0,"(41.89561531354531, -87.70670532510552)",DUNKIN' DONUTS,Fast Food
572,"EMERALD FOODS, LLC",DUNKIN DONUTS,60606.0,"(41.886707304096035, -87.63415039321221)",DUNKIN' DONUTS,Fast Food
573,NEW A & N INC,DUNKIN DONUTS,60632.0,"(41.79358147774714, -87.72331644947327)",DUNKIN' DONUTS,Fast Food
574,2ND GEN - 95TH INC.,DUNKIN DONUTS,60643.0,"(41.72113428257886, -87.66019155516948)",DUNKIN' DONUTS,Fast Food
575,A J PATEL FOOD SERVICE INC,DUNKIN DONUTS,60625.0,"(41.97591289899352, -87.69249417466321)",DUNKIN' DONUTS,Fast Food
576,VISHAL INC,DUNKIN DONUTS,60641.0,"(41.95346817003143, -87.75230593409377)",DUNKIN' DONUTS,Fast Food
577,"PULASKI 4100 DONUTS, INC.",DUNKIN DONUTS,60632.0,"(41.81801874616507, -87.72379038217093)",DUNKIN' DONUTS,Fast Food
578,"DIYA 55TH ASHLAND, LLC",DUNKIN DONUTS,60609.0,"(41.79413930911618, -87.66422652481151)",DUNKIN' DONUTS,Fast Food
579,"SSP AMERICA, INC.",DUNKIN DONUTS,60638.0,"(41.789329323265385, -87.74164564419637)",DUNKIN' DONUTS,Fast Food
580,POLK TRANSIT FOOD SERVICES,DUNKIN DONUTS,60612.0,"(41.87146692435432, -87.66973628969465)",DUNKIN' DONUTS,Fast Food
581,"VITHAL DONUTS, INC.",DUNKIN DONUTS,60620.0,"(41.73638020184098, -87.62769923470614)",DUNKIN' DONUTS,Fast Food
582,COMBOO ENTERPRISES INC,DUNKIN DONUTS,60605.0,"(41.87399679425393, -87.63080550326386)",DUNKIN' DONUTS,Fast Food
583,"MARBLE FOODS ENTERPRISES, LLC",DUNKIN DONUTS,60611.0,"(41.89589815739559, -87.62077291309295)",DUNKIN' DONUTS,Fast Food
584,NAAZ FOODS INC,DUNKIN DONUTS,60660.0,"(41.99585325362753, -87.6703466224474)",DUNKIN' DONUTS,Fast Food
585,THOMAS MANAGEMENT ASSOCIATE,DUNKIN DONUTS,60652.0,"(41.74447216541511, -87.72160213082438)",DUNKIN' DONUTS,Fast Food
586,"SAPPHIRE FOODS, LLC",DUNKIN DONUTS,60607.0,"(41.885462128295, -87.65280681385605)",DUNKIN' DONUTS,Fast Food
587,SEVA COMPANIES LLC LASALLE AND LAKE,DUNKIN DONUTS,60601.0,"(41.88458626715456, -87.63101044588599)",DUNKIN' DONUTS,Fast Food
588,PLATINUM FOODS INC,DUNKIN DONUTS,60604.0,"(41.87805765240321, -87.62926894464043)",DUNKIN' DONUTS,Fast Food
589,HG FOSTER LLC,DUNKIN DONUTS,60640.0,"(41.97552942425021, -87.65999237688355)",DUNKIN' DONUTS,Fast Food
590,"WESTERN DONUT, INC.",DUNKIN DONUTS,60612.0,"(41.883040604417964, -87.68633874560294)",DUNKIN' DONUTS,Fast Food
591,"DIYA PAULINA, LLC",DUNKIN DONUTS,60608.0,"(41.85764780028449, -87.66856199075926)",DUNKIN' DONUTS,Fast Food
592,SEVA COMPANIES LLC CHICAGO AND MILWAUKEE,DUNKIN DONUTS,60642.0,"(41.8963844813207, -87.65541111925155)",DUNKIN' DONUTS,Fast Food
593,"AMILA, INC.",DUNKIN DONUTS,60605.0,"(41.86026026196114, -87.62384174202947)",DUNKIN' DONUTS,Fast Food
594,"SSP AMERICA, INC.",DUNKIN' DONUTS,60638.0,"(41.789329323265385, -87.74164564419637)",DUNKIN' DONUTS,Fast Food
595,ARENA COFFEE CORP.,DUNKIN' DONUTS,60612.0,"(41.87743204716797, -87.6717679389119)",DUNKIN' DONUTS,Fast Food
596,"DIYA KEDZIE, LLC",DUNKIN DONUTS,60651.0,"(41.89561531354531, -87.70670532510552)",DUNKIN' DONUTS,Fast Food
597,"CERMAK DONUTS, INC.",DUNKIN DONUTS,60623.0,"(41.85165323589139, -87.70540397057775)",DUNKIN' DONUTS,Fast Food
598,"PULASKI 4100 DONUTS, INC.",DUNKIN DONUTS,60632.0,"(41.81801874616507, -87.72379038217093)",DUNKIN' DONUTS,Fast Food
599,"SSP AMERICA, INC.",DUNKIN DONUTS,60638.0,"(41.789329323265385, -87.74164564419637)",DUNKIN' DONUTS,Fast Food
600,DIYA 32ND ASHLAND LLC,DUNKIN DONUTS,60608.0,"(41.83421149296097, -87.66580031837047)",DUNKIN' DONUTS,Fast Food
601,"DIYA PARTNERS, INC.",DUNKIN DONUTS,60621.0,"(41.780102897969904, -87.62971886730391)",DUNKIN' DONUTS,Fast Food
602,"CHICAGO WILSON DONUTS, INC.",DUNKIN DONUTS,60640.0,"(41.96498064673003, -87.65704319788571)",DUNKIN' DONUTS,Fast Food
603,NOORIA ENTERPRISES INC.,DUNKIN DONUTS,60606.0,"(41.879272838776735, -87.63410319837826)",DUNKIN' DONUTS,Fast Food
604,"TANYA DONUTS, INC.",DUNKIN DONUTS,60660.0,"(41.98358188928506, -87.6689263098409)",DUNKIN' DONUTS,Fast Food
605,"VRINDA DONUTS, INC.",DUNKIN DONUTS,60636.0,"(41.765004259431706, -87.66365411321728)",DUNKIN' DONUTS,Fast Food
606,"YAMUNA ENTERPRISE, INC",DUNKIN DONUTS,60608.0,"(41.8521420735796, -87.6855182624321)",DUNKIN' DONUTS,Fast Food
607,"CHICAGOLAND COMMISSARY, LLC",DUNKIN DONUTS,60622.0,"(41.89654413049391, -87.68671583557857)",DUNKIN' DONUTS,Fast Food
608,NRN 47 CICERO INC.,DUNKIN DONUTS,60632.0,"(41.80799862039474, -87.74301215645471)",DUNKIN' DONUTS,Fast Food
609,SHREE KIMBALL INC,DUNKIN DONUTS,60625.0,"(41.96820018167654, -87.71320846627894)",DUNKIN' DONUTS,Fast Food
610,"DIYA, INC.",DUNKIN DONUTS,60617.0,"(41.73536134404252, -87.58501433108263)",DUNKIN' DONUTS,Fast Food
611,SEVA COMPANIES LLC FINANCIAL PLACE,DUNKIN DONUTS,60605.0,"(41.876797440785374, -87.63325591022408)",DUNKIN' DONUTS,Fast Food
612,SEVA COMPANIES LLC MADISON AND WABASH,DUNKIN DONUTS,60602.0,"(41.88222093835454, -87.626365167586)",DUNKIN' DONUTS,Fast Food
613,SHREE CICERO INC,DUNKIN DONUTS,60639.0,"(41.92354968840358, -87.7461338752981)",DUNKIN' DONUTS,Fast Food
614,DMM 55TH STATE LLC.,DUNKIN DONUTS,60609.0,"(41.794846557345785, -87.62585313886994)",DUNKIN' DONUTS,Fast Food
615,"CHICAGO GRANVILLE DONUTS, INC.",DUNKIN DONUTS,60660.0,"(41.99445781064315, -87.65902632663428)",DUNKIN' DONUTS,Fast Food
616,"YAKAT ENTERPRISES, INC.",DUNKIN DONUTS,60611.0,"(41.88947737608096, -87.62680263084833)",DUNKIN' DONUTS,Fast Food
617,GOLD INC,DUNKIN DONUTS,60632.0,"(41.822700627711974, -87.69043572649768)",DUNKIN' DONUTS,Fast Food
618,VETERANS SQUARE DONUTS INC,DUNKIN DONUTS,60630.0,"(41.96955287103146, -87.76202557425042)",DUNKIN' DONUTS,Fast Food
619,"JUBILEE COFFEE, INC.","JUBILEE COFFEE, INC. / DBA DUNKIN' DONUTS",60631.0,"(41.99759825874489, -87.80825275768383)",DUNKIN' DONUTS,Fast Food
620,HAPPYTUSE ENTERPRISES INC.,DUNKIN DONUTS,60661.0,"(41.88199433820508, -87.6397586848809)",DUNKIN' DONUTS,Fast Food
621,RIVER FOODS ENTERPRISES LLC.,DUNKIN DONUTS,60601.0,"(41.88564258759103, -87.62693002456231)",DUNKIN' DONUTS,Fast Food
622,"GRAND RED, INC.",DUNKIN DONUTS,60654.0,"(41.89163273360915, -87.62792204399628)",DUNKIN' DONUTS,Fast Food
623,"IRVING DONUTS, INC.",DUNKIN DONUTS,60641.0,"(41.95344024746392, -87.73602842395202)",DUNKIN' DONUTS,Fast Food
624,"GEM FOODS, LLC",DUNKIN DONUTS,60601.0,"(41.885822047853026, -87.63230373508567)",DUNKIN' DONUTS,Fast Food
